
Predictions were generated on 17-Jul-2019 at 13:03:04 using OpenFAST, compiled as a 64-bit application using double precision at commit v2.1.0-130-g2d9230df-dirty
 linked with  NWTC Subroutine Library; ElastoDyn

Description from the FAST input file: FAST Certification Test #01: AWT-27CR2 with many DOFs with fixed yaw error and steady wind

Time      	HSShftPwr 	HSShftTq  	HSShftV   	LSSGagFxs 	LSSGagFys 	LSSGagFzs 	LSSGagV   	LSShftPwr 	LSShftTq  	RootFxb3  	RootFyb3  	RootMEdg3 	RootMFlp3 	RotSpeed  	Spn4MLxb1 	Spn4MLyb1 	Spn5ALxb1 	Spn5ALyb1 	TipDxb3   	TipDyb3   	TipRDxb3  	TipRDyb3  
(s)       	(kW)      	(kN-m)    	(rpm)     	(kN)      	(kN)      	(kN)      	(rpm)     	(kW)      	(kN-m)    	(kN)      	(kN)      	(kN-m)    	(kN-m)    	(rpm)     	(kN-m)    	(kN-m)    	(m/s^2)   	(m/s^2)   	(m)       	(m)       	(deg)     	(deg)     
   12.7000	 1.839E-13	 1.419E-08	 1.238E-04	-3.632E-07	 1.220E-08	-6.684E+00	 4.381E-06	 1.841E-13	 4.008E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.387E-06	-1.464E-03	 2.767E-02	 2.873E-05	-1.190E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.7200	 1.361E-13	 1.048E-08	 1.240E-04	-7.665E-07	 6.463E-08	-6.684E+00	 4.389E-06	 1.360E-13	 2.962E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.385E-06	-1.464E-03	 2.767E-02	 2.916E-05	-1.099E-06	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.7400	 8.833E-14	 6.794E-09	 1.242E-04	-9.616E-07	 9.900E-08	-6.684E+00	 4.395E-06	 8.808E-14	 1.919E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.382E-06	-1.464E-03	 2.767E-02	 2.215E-05	-7.896E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.7600	 5.285E-14	 4.062E-09	 1.243E-04	-9.048E-07	 1.071E-07	-6.684E+00	 4.398E-06	 5.263E-14	 1.147E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.380E-06	-1.464E-03	 2.767E-02	 9.729E-06	-3.475E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.7800	 3.849E-14	 2.956E-09	 1.243E-04	-6.184E-07	 8.752E-08	-6.684E+00	 4.401E-06	 3.832E-14	 8.351E-08	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.382E-06	-1.464E-03	 2.767E-02	-4.760E-06	 1.102E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.8000	 4.833E-14	 3.711E-09	 1.244E-04	-1.827E-07	 4.622E-08	-6.684E+00	 4.403E-06	 4.817E-14	 1.048E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.388E-06	-1.464E-03	 2.767E-02	-1.756E-05	 4.665E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.8200	 7.919E-14	 6.076E-09	 1.245E-04	 2.865E-07	-5.666E-09	-6.684E+00	 4.406E-06	 7.907E-14	 1.716E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.399E-06	-1.464E-03	 2.767E-02	-2.548E-05	 6.341E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.8400	 1.226E-13	 9.397E-09	 1.246E-04	 6.681E-07	-5.456E-08	-6.684E+00	 4.411E-06	 1.227E-13	 2.655E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.414E-06	-1.464E-03	 2.767E-02	-2.665E-05	 5.768E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.8600	 1.673E-13	 1.280E-08	 1.248E-04	 8.672E-07	-8.806E-08	-6.684E+00	 4.419E-06	 1.677E-13	 3.615E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.429E-06	-1.464E-03	 2.767E-02	-2.099E-05	 3.168E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.8800	 2.018E-13	 1.540E-08	 1.251E-04	 8.385E-07	-9.807E-08	-6.684E+00	 4.428E-06	 2.025E-13	 4.351E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.444E-06	-1.464E-03	 2.767E-02	-1.017E-05	-7.304E-08	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.9000	 2.177E-13	 1.657E-08	 1.254E-04	 5.963E-07	-8.274E-08	-6.684E+00	 4.439E-06	 2.185E-13	 4.682E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.456E-06	-1.464E-03	 2.767E-02	 2.885E-06	-4.891E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.9200	 2.113E-13	 1.605E-08	 1.257E-04	 2.090E-07	-4.672E-08	-6.684E+00	 4.450E-06	 2.120E-13	 4.535E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.464E-06	-1.464E-03	 2.767E-02	 1.479E-05	-8.246E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.9400	 1.851E-13	 1.403E-08	 1.260E-04	-2.199E-07	 1.551E-10	-6.684E+00	 4.461E-06	 1.854E-13	 3.962E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.468E-06	-1.464E-03	 2.767E-02	 2.254E-05	-9.970E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.9600	 1.462E-13	 1.106E-08	 1.263E-04	-5.794E-07	 4.560E-08	-6.684E+00	 4.469E-06	 1.461E-13	 3.124E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.468E-06	-1.464E-03	 2.767E-02	 2.431E-05	-9.679E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   12.9800	 1.050E-13	 7.934E-09	 1.264E-04	-7.799E-07	 7.804E-08	-6.684E+00	 4.476E-06	 1.048E-13	 2.241E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.466E-06	-1.464E-03	 2.767E-02	 1.983E-05	-7.515E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.0000	 7.236E-14	 5.460E-09	 1.266E-04	-7.748E-07	 8.958E-08	-6.684E+00	 4.480E-06	 7.213E-14	 1.542E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.466E-06	-1.464E-03	 2.767E-02	 1.046E-05	-4.092E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.0200	 5.633E-14	 4.247E-09	 1.266E-04	-5.718E-07	 7.790E-08	-6.684E+00	 4.483E-06	 5.613E-14	 1.200E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.467E-06	-1.464E-03	 2.767E-02	-1.277E-06	-3.224E-08	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.0400	 6.063E-14	 4.568E-09	 1.267E-04	-2.288E-07	 4.667E-08	-6.684E+00	 4.486E-06	 6.045E-14	 1.291E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.473E-06	-1.464E-03	 2.767E-02	-1.230E-05	 2.822E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.0600	 8.359E-14	 6.293E-09	 1.268E-04	 1.623E-07	 4.443E-09	-6.684E+00	 4.490E-06	 8.345E-14	 1.778E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.482E-06	-1.464E-03	 2.767E-02	-1.983E-05	 4.564E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.0800	 1.189E-13	 8.939E-09	 1.270E-04	 4.998E-07	-3.766E-08	-6.684E+00	 4.495E-06	 1.189E-13	 2.525E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.495E-06	-1.464E-03	 2.767E-02	-2.207E-05	 4.506E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.1000	 1.571E-13	 1.180E-08	 1.272E-04	 6.993E-07	-6.888E-08	-6.684E+00	 4.502E-06	 1.574E-13	 3.333E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.509E-06	-1.464E-03	 2.767E-02	-1.861E-05	 2.724E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.1200	 1.887E-13	 1.414E-08	 1.274E-04	 7.138E-07	-8.158E-08	-6.684E+00	 4.511E-06	 1.892E-13	 3.994E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.523E-06	-1.464E-03	 2.767E-02	-1.053E-05	-2.697E-08	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.1400	 2.056E-13	 1.537E-08	 1.277E-04	 5.454E-07	-7.307E-08	-6.684E+00	 4.521E-06	 2.062E-13	 4.343E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.535E-06	-1.464E-03	 2.767E-02	-2.065E-08	-3.673E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.1600	 2.040E-13	 1.522E-08	 1.280E-04	 2.428E-07	-4.614E-08	-6.684E+00	 4.531E-06	 2.046E-13	 4.300E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.543E-06	-1.464E-03	 2.767E-02	 1.015E-05	-6.607E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.1800	 1.849E-13	 1.376E-08	 1.283E-04	-1.127E-07	-8.233E-09	-6.684E+00	 4.541E-06	 1.852E-13	 3.889E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.548E-06	-1.464E-03	 2.767E-02	 1.741E-05	-8.341E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.2000	 1.536E-13	 1.142E-08	 1.285E-04	-4.285E-07	 3.065E-08	-6.684E+00	 4.550E-06	 1.537E-13	 3.225E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.550E-06	-1.464E-03	 2.767E-02	 2.000E-05	-8.474E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.2200	 1.186E-13	 8.802E-09	 1.287E-04	-6.251E-07	 6.054E-08	-6.684E+00	 4.556E-06	 1.185E-13	 2.486E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.550E-06	-1.464E-03	 2.767E-02	 1.742E-05	-7.026E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.2400	 8.906E-14	 6.600E-09	 1.289E-04	-6.558E-07	 7.408E-08	-6.684E+00	 4.562E-06	 8.884E-14	 1.864E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.550E-06	-1.464E-03	 2.767E-02	 1.049E-05	-4.419E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.2600	 7.239E-14	 5.359E-09	 1.290E-04	-5.179E-07	 6.829E-08	-6.684E+00	 4.565E-06	 7.218E-14	 1.514E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.552E-06	-1.464E-03	 2.767E-02	 1.121E-06	-1.356E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.2800	 7.257E-14	 5.369E-09	 1.291E-04	-2.518E-07	 4.523E-08	-6.684E+00	 4.569E-06	 7.239E-14	 1.517E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.558E-06	-1.464E-03	 2.767E-02	-8.232E-06	 1.370E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.3000	 8.912E-14	 6.588E-09	 1.292E-04	 7.047E-08	 1.131E-08	-6.684E+00	 4.573E-06	 8.898E-14	 1.861E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.566E-06	-1.464E-03	 2.767E-02	-1.518E-05	 3.076E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.3200	 1.174E-13	 8.667E-09	 1.293E-04	 3.649E-07	-2.449E-08	-6.684E+00	 4.578E-06	 1.174E-13	 2.448E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.577E-06	-1.464E-03	 2.767E-02	-1.804E-05	 3.362E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.3400	 1.499E-13	 1.105E-08	 1.295E-04	 5.570E-07	-5.297E-08	-6.684E+00	 4.585E-06	 1.500E-13	 3.121E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.590E-06	-1.464E-03	 2.767E-02	-1.621E-05	 2.204E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.3600	 1.782E-13	 1.311E-08	 1.298E-04	 6.008E-07	-6.706E-08	-6.684E+00	 4.593E-06	 1.786E-13	 3.705E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.603E-06	-1.464E-03	 2.767E-02	-1.031E-05	-5.461E-09	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.3800	 1.953E-13	 1.435E-08	 1.300E-04	 4.897E-07	-6.361E-08	-6.684E+00	 4.602E-06	 1.958E-13	 4.053E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.614E-06	-1.464E-03	 2.767E-02	-1.974E-06	-2.803E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.4000	 1.972E-13	 1.445E-08	 1.303E-04	 2.567E-07	-4.401E-08	-6.684E+00	 4.612E-06	 1.977E-13	 4.083E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.623E-06	-1.464E-03	 2.767E-02	 6.596E-06	-5.325E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.4200	 1.838E-13	 1.345E-08	 1.306E-04	-3.467E-08	-1.376E-08	-6.684E+00	 4.622E-06	 1.841E-13	 3.798E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.629E-06	-1.464E-03	 2.767E-02	 1.321E-05	-6.987E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.4400	 1.591E-13	 1.161E-08	 1.308E-04	-3.083E-07	 1.911E-08	-6.684E+00	 4.630E-06	 1.591E-13	 3.281E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.632E-06	-1.464E-03	 2.767E-02	 1.625E-05	-7.395E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.4600	 1.296E-13	 9.449E-09	 1.310E-04	-4.947E-07	 4.611E-08	-6.684E+00	 4.637E-06	 1.295E-13	 2.669E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.633E-06	-1.464E-03	 2.767E-02	 1.506E-05	-6.487E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.4800	 1.033E-13	 7.518E-09	 1.312E-04	-5.489E-07	 6.053E-08	-6.684E+00	 4.643E-06	 1.031E-13	 2.124E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.634E-06	-1.464E-03	 2.767E-02	 1.007E-05	-4.540E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.5000	 8.670E-14	 6.306E-09	 1.313E-04	-4.611E-07	 5.905E-08	-6.684E+00	 4.648E-06	 8.650E-14	 1.781E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.637E-06	-1.464E-03	 2.767E-02	 2.686E-06	-2.083E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.5200	 8.395E-14	 6.101E-09	 1.314E-04	-2.581E-07	 4.254E-08	-6.684E+00	 4.652E-06	 8.377E-14	 1.723E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.642E-06	-1.464E-03	 2.767E-02	-5.140E-06	 2.421E-08	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.5400	 9.538E-14	 6.924E-09	 1.315E-04	 4.601E-09	 1.566E-08	-6.684E+00	 4.656E-06	 9.524E-14	 1.956E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.649E-06	-1.464E-03	 2.767E-02	-1.140E-05	 1.847E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.5600	 1.177E-13	 8.534E-09	 1.317E-04	 2.581E-07	-1.442E-08	-6.684E+00	 4.661E-06	 1.176E-13	 2.411E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.659E-06	-1.464E-03	 2.767E-02	-1.455E-05	 2.349E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.5800	 1.449E-13	 1.049E-08	 1.319E-04	 4.378E-07	-3.992E-08	-6.684E+00	 4.668E-06	 1.450E-13	 2.965E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.671E-06	-1.464E-03	 2.767E-02	-1.390E-05	 1.657E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.6000	 1.700E-13	 1.229E-08	 1.321E-04	 5.001E-07	-5.446E-08	-6.684E+00	 4.675E-06	 1.703E-13	 3.473E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.683E-06	-1.464E-03	 2.767E-02	-9.720E-06	-1.220E-09	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.6200	 1.868E-13	 1.348E-08	 1.323E-04	 4.326E-07	-5.465E-08	-6.684E+00	 4.684E-06	 1.871E-13	 3.807E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.694E-06	-1.464E-03	 2.767E-02	-3.202E-06	-2.202E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.6400	 1.911E-13	 1.376E-08	 1.326E-04	 2.566E-07	-4.088E-08	-6.684E+00	 4.693E-06	 1.914E-13	 3.887E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.703E-06	-1.464E-03	 2.767E-02	 3.922E-06	-4.337E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.6600	 1.822E-13	 1.310E-08	 1.328E-04	 2.038E-08	-1.708E-08	-6.684E+00	 4.703E-06	 1.825E-13	 3.700E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.709E-06	-1.464E-03	 2.767E-02	 9.818E-06	-5.876E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.6800	 1.629E-13	 1.169E-08	 1.331E-04	-2.138E-07	 1.037E-08	-6.684E+00	 4.711E-06	 1.630E-13	 3.303E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.713E-06	-1.464E-03	 2.767E-02	 1.303E-05	-6.448E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.7000	 1.385E-13	 9.919E-09	 1.333E-04	-3.861E-07	 3.435E-08	-6.684E+00	 4.718E-06	 1.384E-13	 2.802E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.716E-06	-1.464E-03	 2.767E-02	 1.282E-05	-5.940E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.7200	 1.153E-13	 8.248E-09	 1.335E-04	-4.544E-07	 4.884E-08	-6.684E+00	 4.724E-06	 1.151E-13	 2.330E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.718E-06	-1.464E-03	 2.767E-02	 9.353E-06	-4.518E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.7400	 9.936E-14	 7.102E-09	 1.336E-04	-4.044E-07	 5.042E-08	-6.684E+00	 4.730E-06	 9.918E-14	 2.006E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.721E-06	-1.464E-03	 2.767E-02	 3.624E-06	-2.574E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.7600	 9.463E-14	 6.757E-09	 1.337E-04	-2.526E-07	 3.907E-08	-6.684E+00	 4.734E-06	 9.446E-14	 1.909E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.726E-06	-1.464E-03	 2.767E-02	-2.840E-06	-6.198E-08	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.7800	 1.020E-13	 7.277E-09	 1.339E-04	-4.089E-08	 1.809E-08	-6.684E+00	 4.739E-06	 1.019E-13	 2.056E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.733E-06	-1.464E-03	 2.767E-02	-8.368E-06	 8.465E-08	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.8000	 1.193E-13	 8.503E-09	 1.340E-04	 1.748E-07	-6.890E-09	-6.684E+00	 4.744E-06	 1.193E-13	 2.402E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.742E-06	-1.464E-03	 2.767E-02	-1.158E-05	 1.469E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.8200	 1.419E-13	 1.010E-08	 1.342E-04	 3.391E-07	-2.936E-08	-6.684E+00	 4.750E-06	 1.420E-13	 2.853E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.752E-06	-1.464E-03	 2.767E-02	-1.174E-05	 1.117E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.8400	 1.639E-13	 1.165E-08	 1.344E-04	 4.117E-07	-4.366E-08	-6.684E+00	 4.758E-06	 1.641E-13	 3.290E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.763E-06	-1.464E-03	 2.767E-02	-8.906E-06	-8.632E-09	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.8600	 1.798E-13	 1.275E-08	 1.346E-04	 3.768E-07	-4.637E-08	-6.684E+00	 4.766E-06	 1.801E-13	 3.602E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.774E-06	-1.464E-03	 2.767E-02	-3.890E-06	-1.806E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.8800	 1.856E-13	 1.314E-08	 1.349E-04	 2.467E-07	-3.717E-08	-6.684E+00	 4.775E-06	 1.860E-13	 3.713E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.783E-06	-1.464E-03	 2.767E-02	 1.955E-06	-3.588E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.9000	 1.804E-13	 1.274E-08	 1.351E-04	 5.746E-08	-1.874E-08	-6.684E+00	 4.784E-06	 1.806E-13	 3.600E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.790E-06	-1.464E-03	 2.767E-02	 7.115E-06	-4.977E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.9200	 1.656E-13	 1.168E-08	 1.354E-04	-1.406E-07	 3.917E-09	-6.684E+00	 4.792E-06	 1.657E-13	 3.300E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.795E-06	-1.464E-03	 2.767E-02	 1.030E-05	-5.632E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.9400	 1.455E-13	 1.025E-08	 1.356E-04	-2.966E-07	 2.490E-08	-6.684E+00	 4.799E-06	 1.455E-13	 2.895E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.798E-06	-1.464E-03	 2.767E-02	 1.076E-05	-5.412E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.9600	 1.254E-13	 8.821E-09	 1.358E-04	-3.720E-07	 3.889E-08	-6.684E+00	 4.806E-06	 1.253E-13	 2.492E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.801E-06	-1.464E-03	 2.767E-02	 8.469E-06	-4.402E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   13.9800	 1.105E-13	 7.764E-09	 1.359E-04	-3.500E-07	 4.253E-08	-6.684E+00	 4.811E-06	 1.103E-13	 2.193E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.804E-06	-1.464E-03	 2.767E-02	 4.099E-06	-2.886E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   14.0000	 1.045E-13	 7.336E-09	 1.361E-04	-2.392E-07	 3.520E-08	-6.684E+00	 4.816E-06	 1.044E-13	 2.072E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.809E-06	-1.464E-03	 2.767E-02	-1.170E-06	-1.266E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   14.0200	 1.088E-13	 7.628E-09	 1.362E-04	-7.060E-08	 1.909E-08	-6.684E+00	 4.822E-06	 1.087E-13	 2.155E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.816E-06	-1.464E-03	 2.767E-02	-5.968E-06	 4.147E-09	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   14.0400	 1.220E-13	 8.542E-09	 1.364E-04	 1.108E-07	-1.401E-09	-6.684E+00	 4.827E-06	 1.219E-13	 2.413E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.824E-06	-1.464E-03	 2.767E-02	-9.088E-06	 7.154E-08	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   14.0600	 1.405E-13	 9.827E-09	 1.365E-04	 2.583E-07	-2.092E-08	-6.684E+00	 4.833E-06	 1.405E-13	 2.776E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.834E-06	-1.464E-03	 2.767E-02	-9.790E-06	 6.052E-08	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   14.0800	 1.595E-13	 1.114E-08	 1.367E-04	 3.352E-07	-3.451E-08	-6.684E+00	 4.840E-06	 1.597E-13	 3.147E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.844E-06	-1.464E-03	 2.767E-02	-7.975E-06	-2.344E-08	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   14.1000	 1.742E-13	 1.215E-08	 1.370E-04	 3.240E-07	-3.888E-08	-6.684E+00	 4.848E-06	 1.745E-13	 3.432E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.854E-06	-1.464E-03	 2.767E-02	-4.186E-06	-1.565E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   14.1200	 1.810E-13	 1.260E-08	 1.372E-04	 2.304E-07	-3.319E-08	-6.684E+00	 4.857E-06	 1.813E-13	 3.560E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.863E-06	-1.464E-03	 2.767E-02	 5.484E-07	-3.033E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   14.1400	 1.785E-13	 1.240E-08	 1.374E-04	 8.074E-08	-1.919E-08	-6.684E+00	 4.865E-06	 1.787E-13	 3.503E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.870E-06	-1.464E-03	 2.767E-02	 4.992E-06	-4.259E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
   14.1600	 1.675E-13	 1.162E-08	 1.377E-04	-8.494E-08	-7.097E-10	-6.684E+00	 4.873E-06	 1.676E-13	 3.282E-07	-1.072E-01	 1.227E+00	-3.539E+00	-3.089E-01	 4.876E-06	-1.464E-03	 2.767E-02	 8.022E-06	-4.939E-07	-2.659E-03	 5.173E-03	-7.246E-02	-4.206E-02
